kind,id,id_type,name,parent_id,parent_name,radius_km,H,R,G,B,always_include
asteroid,294,smallbody,294 Felicia (A890 NA),,,25.9325,10.29,200,200,200,
asteroid,300,smallbody,300 Geraldina (A890 TB),,,33.6865,9.76,200,200,200,
asteroid,301,smallbody,301 Bavaria (A890 WA),,,26.521,10.51,200,200,200,
asteroid,303,smallbody,303 Josephina (A891 CA),,,62.4615,9.08,200,200,200,
asteroid,304,smallbody,304 Olga (A891 CB),,,32.995,10.03,200,200,200,
asteroid,305,smallbody,305 Gordonia (A891 DA),,,23.8695,8.86,200,200,200,
asteroid,306,smallbody,306 Unitas (A891 EA),,,23.6,8.76,200,200,200,
asteroid,307,smallbody,307 Nike (A891 EB),,,30.6565,10.06,200,200,200,
asteroid,308,smallbody,308 Polyxo (A891 FA),,,64.289,8.18,200,200,200,
asteroid,309,smallbody,309 Fraternitas (A891 GA),,,20.5375,10.64,200,200,200,
asteroid,312,smallbody,312 Pierretta (A891 QA),,,23.0955,8.95,200,200,200,
asteroid,313,smallbody,313 Chaldaea (A891 QB),,,35.5915,9.17,200,200,200,
asteroid,314,smallbody,314 Rosalia (A891 RA),,,30.3445,10.15,200,200,200,
asteroid,316,smallbody,316 Goberta (A891 RC),,,28.0335,10.15,200,200,200,
asteroid,318,smallbody,318 Magdalena (A891 SA),,,42.5,9.49,200,200,200,
asteroid,319,smallbody,319 Leona (A891 TA),,,24.9715,10.18,200,200,200,
asteroid,322,smallbody,322 Phaeo (A891 WB),,,34.9275,9.15,200,200,200,
asteroid,324,smallbody,324 Bamberga (A892 DA),,,110.3455,7.19,200,200,200,
asteroid,325,smallbody,325 Heidelberga (A892 EA),,,37.86,8.93,200,200,200,
asteroid,326,smallbody,326 Tamara (A892 FD),,,46.5,9.37,200,200,200,
asteroid,328,smallbody,328 Gudrun (A892 FF),,,72.84,9.01,200,200,200,
asteroid,329,smallbody,329 Svea (A892 FG),,,40.5285,9.62,200,200,200,
asteroid,331,smallbody,331 Etheridgea (A892 GA),,,37.46,9.93,200,200,200,
asteroid,332,smallbody,332 Siri (A892 FH),,,20.185,9.67,200,200,200,
asteroid,333,smallbody,333 Badenia (A892 QA),,,36.0995,9.58,200,200,200,
asteroid,334,smallbody,334 Chicago (A892 QB),,,99.385,7.62,200,200,200,
asteroid,335,smallbody,335 Roberta (A892 RB),,,48.5545,9.1,200,200,200,
asteroid,336,smallbody,336 Lacadiera (A892 SA),,,31.678,9.95,200,200,200,
asteroid,337,smallbody,337 Devosa (A892 SB),,,32.2745,8.96,200,200,200,
asteroid,338,smallbody,338 Budrosa (A892 SF),,,25.253,8.59,200,200,200,
asteroid,339,smallbody,339 Dorothea (A892 SC),,,22.1645,9.41,200,200,200,
asteroid,342,smallbody,342 Endymion (A892 UA),,,32.133,10.24,200,200,200,
asteroid,344,smallbody,344 Desiderata (A892 WA),,,62.0905,8.29,200,200,200,
asteroid,345,smallbody,345 Tercidina (A892 WB),,,45.1215,9.05,200,200,200,
asteroid,346,smallbody,346 Hermentaria (A892 WC),,,43.2235,7.32,200,200,200,
asteroid,347,smallbody,347 Pariana (A892 WD),,,24.3075,8.97,200,200,200,
asteroid,348,smallbody,348 May (A892 WE),,,41.41,9.59,200,200,200,
asteroid,349,smallbody,349 Dembowska (A892 XB),,,69.885,6.04,200,200,200,
asteroid,350,smallbody,350 Ornamenta (A892 XC),,,64.3645,8.46,200,200,200,
asteroid,354,smallbody,354 Eleonora (A893 BC),,,74.485,6.17,200,200,200,
asteroid,356,smallbody,356 Liguria (A893 BE),,,72.7515,8.37,200,200,200,
asteroid,357,smallbody,357 Ninina (A893 CB),,,62.0535,8.99,200,200,200,
asteroid,358,smallbody,358 Apollonia (A893 EC),,,45.058,9.13,200,200,200,
asteroid,359,smallbody,359 Georgia (A893 ED),,,21.945,9.41,200,200,200,
asteroid,360,smallbody,360 Carlova (A893 EE),,,64.5625,8.5,200,200,200,
asteroid,361,smallbody,361 Bononia (A893 EF),,,77.167,8.37,200,200,200,
asteroid,362,smallbody,362 Havnia (A893 EG),,,49.0,9.12,200,200,200,
asteroid,363,smallbody,363 Padua (A893 FD),,,48.5,9.04,200,200,200,
asteroid,365,smallbody,365 Corduba (A893 FF),,,43.3865,9.19,200,200,200,
asteroid,366,smallbody,366 Vincentina (A893 FG),,,43.184,8.66,200,200,200,
asteroid,368,smallbody,368 Haidea (A893 KC),,,34.6385,9.94,200,200,200,
asteroid,369,smallbody,369 Aeria (A893 NA),,,36.8835,8.63,200,200,200,
asteroid,371,smallbody,371 Bohemia (A893 OA),,,26.488,8.75,200,200,200,
asteroid,372,smallbody,372 Palma (A893 QB),,,86.821,7.32,200,200,200,
asteroid,373,smallbody,373 Melusina (A893 RA),,,49.3475,9.13,200,200,200,
asteroid,374,smallbody,374 Burgundia (A893 SA),,,22.335,8.79,200,200,200,
asteroid,375,smallbody,375 Ursula (A893 SB),,,108.0,7.48,200,200,200,
asteroid,377,smallbody,377 Campania (A893 SD),,,45.173,9.11,200,200,200,
asteroid,379,smallbody,379 Huenna (A894 AA),,,42.3935,9.11,200,200,200,
asteroid,380,smallbody,380 Fiducia (A894 AB),,,33.754,9.62,200,200,200,
asteroid,381,smallbody,381 Myrrha (A894 AC),,,63.8195,8.38,200,200,200,
asteroid,382,smallbody,382 Dodona (A894 BB),,,32.6045,8.78,200,200,200,
asteroid,383,smallbody,383 Janina (A894 BC),,,21.741,10.05,200,200,200,
asteroid,385,smallbody,385 Ilmatar (A894 EA),,,42.9185,7.81,200,200,200,
asteroid,386,smallbody,386 Siegena (A894 EB),,,82.505,7.75,200,200,200,
asteroid,387,smallbody,387 Aquitania (A894 EC),,,50.255,7.49,200,200,200,
asteroid,388,smallbody,388 Charybdis (A894 ED),,,62.877,8.69,200,200,200,
asteroid,389,smallbody,389 Industria (A894 EE),,,37.189,7.97,200,200,200,
asteroid,392,smallbody,392 Wilhelmina (A894 VD),,,30.375,9.73,200,200,200,
asteroid,393,smallbody,393 Lampetia (A894 VC),,,58.0955,8.38,200,200,200,
asteroid,395,smallbody,395 Delia (A894 WC),,,22.0945,10.53,200,200,200,
asteroid,397,smallbody,397 Vienna (A894 YA),,,24.516,9.35,200,200,200,
asteroid,398,smallbody,398 Admete (A894 YB),,,24.8855,10.72,200,200,200,
asteroid,401,smallbody,401 Ottilia (A895 FA),,,43.9015,9.44,200,200,200,
asteroid,402,smallbody,402 Chloe (A895 FB),,,27.7105,9.11,200,200,200,
asteroid,403,smallbody,403 Cyane (A895 KA),,,26.787,9.03,200,200,200,
asteroid,404,smallbody,404 Arsinoe (A895 MA),,,47.485,9.1,200,200,200,
asteroid,405,smallbody,405 Thia (A895 OB),,,54.447,8.8,200,200,200,
asteroid,406,smallbody,406 Erna (A895 QA),,,23.133,10.43,200,200,200,
asteroid,407,smallbody,407 Arachne (A895 TB),,,47.535,9.15,200,200,200,
asteroid,409,smallbody,409 Aspasia (A895 XC),,,85.506,7.66,200,200,200,
asteroid,410,smallbody,410 Chloris (A896 AC),,,59.4645,8.44,200,200,200,
asteroid,411,smallbody,411 Xanthe (A896 AD),,,38.265,9.56,200,200,200,
asteroid,412,smallbody,412 Elisabetha (A896 AB),,,48.028,9.14,200,200,200,
asteroid,414,smallbody,414 Liriope (A896 BB),,,44.38,9.63,200,200,200,
asteroid,415,smallbody,415 Palatia (A896 CA),,,41.78,9.45,200,200,200,
asteroid,416,smallbody,416 Vaticana (A896 JA),,,42.735,7.72,200,200,200,
asteroid,417,smallbody,417 Suevia (A896 JB),,,27.437,9.67,200,200,200,
asteroid,418,smallbody,418 Alemannia (A896 RD),,,20.165,9.75,200,200,200,
asteroid,419,smallbody,419 Aurelia (A896 RF),,,74.3505,8.56,200,200,200,
asteroid,420,smallbody,420 Bertholda (A896 RC),,,69.3495,8.32,200,200,200,
asteroid,423,smallbody,423 Diotima (A896 XA),,,87.9295,7.38,200,200,200,
asteroid,424,smallbody,424 Gratia (A896 YD),,,51.2825,9.73,200,200,200,
asteroid,425,smallbody,425 Cornelia (A896 YC),,,33.9625,9.76,200,200,200,
asteroid,426,smallbody,426 Hippo (A897 RA),,,68.781,8.55,200,200,200,
asteroid,429,smallbody,429 Lotis (A897 WB),,,34.81,9.99,200,200,200,
asteroid,431,smallbody,431 Nephele (A897 YB),,,50.95,9.09,200,200,200,
asteroid,432,smallbody,432 Pythia (A897 YC),,,23.45,9.09,200,200,200,
asteroid,436,smallbody,436 Patricia (A898 RC),,,29.3045,10.03,200,200,200,
asteroid,438,smallbody,438 Zeuxo (A898 VG),,,29.4355,10.18,200,200,200,
asteroid,439,smallbody,439 Ohio (A898 TA),,,35.2105,9.82,200,200,200,
asteroid,441,smallbody,441 Bathilde (A898 XA),,,32.5655,8.65,200,200,200,
asteroid,442,smallbody,442 Eichsfeldia (A899 CA),,,31.0855,9.96,200,200,200,
asteroid,444,smallbody,444 Gyptis (A899 FA),,,79.6655,8.07,200,200,200,
asteroid,445,smallbody,445 Edna (A899 TC),,,43.906,9.29,200,200,200,
asteroid,446,smallbody,446 Aeternitas (A899 UB),,,26.781,8.86,200,200,200,
asteroid,447,smallbody,447 Valentine (A899 UD),,,42.612,9.06,200,200,200,
asteroid,448,smallbody,448 Natalie (A899 UC),,,25.267,10.2,200,200,200,
asteroid,449,smallbody,449 Hamburga (A899 UE),,,42.795,9.9,200,200,200,
asteroid,451,smallbody,451 Patientia (A899 XA),,,126.95,6.78,200,200,200,
asteroid,454,smallbody,454 Mathesis (A900 FB),,,40.8715,9.4,200,200,200,
asteroid,455,smallbody,455 Bruchsalia (A900 KC),,,44.396,8.92,200,200,200,
asteroid,461,smallbody,461 Saskia (A900 UG),,,21.8015,10.49,200,200,200,
asteroid,464,smallbody,464 Megaira (A901 AB),,,38.528,9.71,200,200,200,
asteroid,465,smallbody,465 Alekto (A901 AC),,,36.67,9.85,200,200,200,
asteroid,466,smallbody,466 Tisiphone (A901 BB),,,47.7475,8.41,200,200,200,
asteroid,468,smallbody,468 Lina (A901 BC),,,30.119,9.8,200,200,200,
asteroid,469,smallbody,469 Argentina (A901 DC),,,66.859,8.66,200,200,200,
asteroid,471,smallbody,471 Papagena (A901 LA),,,74.064,6.33,200,200,200,
asteroid,472,smallbody,472 Roma (A901 NA),,,25.139,8.86,200,200,200,
asteroid,474,smallbody,474 Prudentia (A901 CC),,,20.486,10.93,200,200,200,
asteroid,476,smallbody,476 Hedwig (A901 QB),,,69.2465,8.67,200,200,200,
asteroid,478,smallbody,478 Tergeste (A901 SC),,,40.369,7.93,200,200,200,
asteroid,479,smallbody,479 Caprera (A901 VK),,,30.044,9.78,200,200,200,
asteroid,480,smallbody,480 Hansa (A901 KB),,,28.11,8.22,200,200,200,
asteroid,481,smallbody,481 Emita (A902 CB),,,50.9145,8.79,200,200,200,
asteroid,482,smallbody,482 Petrina (A902 EH),,,22.8755,8.91,200,200,200,
asteroid,483,smallbody,483 Seppina (A902 EJ),,,33.429,8.41,200,200,200,
asteroid,485,smallbody,485 Genua (A902 JC),,,31.94,8.24,200,200,200,
asteroid,487,smallbody,487 Venetia (A902 NC),,,29.523,8.43,200,200,200,
asteroid,488,smallbody,488 Kreusa (A902 MC),,,84.0585,7.88,200,200,200,
asteroid,489,smallbody,489 Comacina (A902 RD),,,69.695,8.6,200,200,200,
asteroid,490,smallbody,490 Veritas (A902 RE),,,59.4015,8.66,200,200,200,
asteroid,491,smallbody,491 Carina (A902 RG),,,45.588,9.01,200,200,200,
asteroid,492,smallbody,492 Gismonda (A902 RF),,,26.709,9.99,200,200,200,
asteroid,493,smallbody,493 Griseldis (A902 RH),,,20.775,10.92,200,200,200,
asteroid,494,smallbody,494 Virtus (A902 TF),,,50.393,9.28,200,200,200,
asteroid,497,smallbody,497 Iva (A902 VB),,,20.466,9.82,200,200,200,
asteroid,498,smallbody,498 Tokio (A902 XA),,,40.915,8.86,200,200,200,
asteroid,499,smallbody,499 Venusia (A902 YE),,,38.664,9.59,200,200,200,
asteroid,500,smallbody,500 Selinur (A903 BJ),,,20.414,9.46,200,200,200,
asteroid,501,smallbody,501 Urhixidur (A903 BK),,,37.2285,9.48,200,200,200,
asteroid,503,smallbody,503 Evelyn (A903 BL),,,40.84,9.29,200,200,200,
asteroid,505,smallbody,505 Cava (A902 QA),,,57.5,8.75,200,200,200,
asteroid,506,smallbody,506 Marion (A903 DB),,,52.97,8.98,200,200,200,
asteroid,507,smallbody,507 Laodica (A903 DC),,,22.585,9.22,200,200,200,
asteroid,508,smallbody,508 Princetonia (A903 HC),,,58.6205,8.38,200,200,200,
asteroid,509,smallbody,509 Iolanda (A903 HD),,,25.946,8.4,200,200,200,
asteroid,510,smallbody,510 Mabella (A903 KA),,,30.225,9.74,200,200,200,
asteroid,511,smallbody,511 Davida (A903 KB),,,135.1635,6.41,200,200,200,
asteroid,513,smallbody,513 Centesima (A916 BC),,,24.4025,9.53,200,200,200,
asteroid,514,smallbody,514 Armida (A903 QC),,,60.0465,9.2,200,200,200,
asteroid,515,smallbody,515 Athalia (A903 SH),,,20.595,10.95,200,200,200,
asteroid,516,smallbody,516 Amherstia (A903 SG),,,32.572,8.35,200,200,200,
asteroid,517,smallbody,517 Edith (A903 SK),,,55.945,9.64,200,200,200,
asteroid,519,smallbody,519 Sylvania (A903 UJ),,,20.039,9.15,200,200,200,
asteroid,521,smallbody,521 Brixia (A904 AE),,,53.6135,8.58,200,200,200,
asteroid,522,smallbody,522 Helga (A904 AF),,,50.61,9.02,200,200,200,
asteroid,524,smallbody,524 Fidelio (A904 ED),,,32.7635,9.84,200,200,200,
asteroid,526,smallbody,526 Jena (A904 EE),,,22.42,10.13,200,200,200,
asteroid,527,smallbody,527 Euryanthe (A904 FC),,,26.3135,10.41,200,200,200,
asteroid,528,smallbody,528 Rezia (A904 FA),,,45.983,9.23,200,200,200,
asteroid,530,smallbody,530 Turandot (A904 GB),,,42.425,9.32,200,200,200,
asteroid,532,smallbody,532 Herculina (A904 HE),,,83.8955,5.92,200,200,200,
asteroid,535,smallbody,535 Montague (A904 JE),,,39.6495,9.57,200,200,200,
asteroid,536,smallbody,536 Merapi (A904 JF),,,73.533,8.12,200,200,200,
asteroid,537,smallbody,537 Pauly (A904 NB),,,20.366,8.78,200,200,200,
asteroid,538,smallbody,538 Friederike (A904 OA),,,35.32,9.58,200,200,200,
asteroid,539,smallbody,539 Pamina (A904 PD),,,34.178,10.19,200,200,200,
asteroid,541,smallbody,541 Deborah (A904 PF),,,30.0735,10.26,200,200,200,
asteroid,542,smallbody,542 Susanna (A904 QA),,,21.0585,9.36,200,200,200,
asteroid,543,smallbody,543 Charlotte (A904 RG),,,22.8065,9.46,200,200,200,
asteroid,545,smallbody,545 Messalina (A904 TC),,,56.3155,8.81,200,200,200,
asteroid,546,smallbody,546 Herodias (A904 TD),,,32.9725,9.72,200,200,200,
asteroid,547,smallbody,547 Praxedis (A904 TE),,,26.231,9.99,200,200,200,
asteroid,551,smallbody,551 Ortrud (A904 WC),,,40.5565,9.79,200,200,200,
asteroid,552,smallbody,552 Sigelinde (A904 XB),,,44.3485,9.63,200,200,200,
asteroid,554,smallbody,554 Peraga (A905 AE),,,47.935,9.29,200,200,200,
asteroid,558,smallbody,558 Carmen (A905 CK),,,27.4055,9.03,200,200,200,
asteroid,559,smallbody,559 Nanon (A905 EB),,,39.91,9.55,200,200,200,
asteroid,563,smallbody,563 Suleika (A905 GD),,,26.645,8.41,200,200,200,
asteroid,564,smallbody,564 Dudu (A905 JD),,,26.005,10.46,200,200,200,
asteroid,566,smallbody,566 Stereoskopia (A905 KA),,,83.6905,8.2,200,200,200,
asteroid,567,smallbody,567 Eleutheria (A905 KB),,,46.705,9.15,200,200,200,
asteroid,568,smallbody,568 Cheruskia (A905 OD),,,35.612,9.69,200,200,200,
asteroid,569,smallbody,569 Misa (A905 OE),,,36.475,10.04,200,200,200,
asteroid,570,smallbody,570 Kythera (A905 OF),,,43.743,8.88,200,200,200,
asteroid,573,smallbody,573 Recha (A905 SG),,,23.791,9.51,200,200,200,
asteroid,576,smallbody,576 Emanuela (A905 SK),,,37.189,9.5,200,200,200,
asteroid,578,smallbody,578 Happelia (A905 VJ),,,34.645,9.55,200,200,200,
asteroid,579,smallbody,579 Sidonia (A905 VK),,,42.785,8.02,200,200,200,
asteroid,580,smallbody,580 Selene (A905 YB),,,24.102,10.39,200,200,200,
asteroid,581,smallbody,581 Tauntonia (A905 YC),,,30.7405,10.02,200,200,200,
asteroid,582,smallbody,582 Olympia (A906 BM),,,22.1735,8.97,200,200,200,
asteroid,583,smallbody,583 Klotilde (A905 YD),,,39.118,9.34,200,200,200,
asteroid,584,smallbody,584 Semiramis (A906 AC),,,27.005,8.47,200,200,200,
asteroid,585,smallbody,585 Bilkis (A906 DF),,,24.8805,10.48,200,200,200,
asteroid,586,smallbody,586 Thekla (A906 DK),,,47.6015,9.52,200,200,200,
asteroid,588,smallbody,588 Achilles (A906 DN),,,65.0495,8.22,200,200,200,
asteroid,589,smallbody,589 Croatia (A906 EC),,,46.8085,9.31,200,200,200,
asteroid,591,smallbody,591 Irmgard (A906 EE),,,25.93,10.63,200,200,200,
asteroid,592,smallbody,592 Bathseba (A916 BB),,,21.8935,9.68,200,200,200,
asteroid,593,smallbody,593 Titania (A906 FK),,,35.0725,9.34,200,200,200,
asteroid,595,smallbody,595 Polyxena (A906 FL),,,45.3235,7.96,200,200,200,
asteroid,596,smallbody,596 Scheila (A906 DL),,,79.863,8.93,200,200,200,
asteroid,598,smallbody,598 Octavia (A906 GC),,,39.1185,9.66,200,200,200,
asteroid,599,smallbody,599 Luisa (A906 HF),,,35.1245,8.69,200,200,200,
asteroid,601,smallbody,601 Nerthus (A906 MC),,,37.7675,9.67,200,200,200,
asteroid,602,smallbody,602 Marianna (A906 DJ),,,55.222,8.66,200,200,200,
asteroid,604,smallbody,604 Tekmessa (A906 DH),,,32.268,9.57,200,200,200,
asteroid,605,smallbody,605 Juvisia (A906 QJ),,,34.93,10.04,200,200,200,
asteroid,607,smallbody,607 Jenny (A906 SH),,,33.76,9.91,200,200,200,
asteroid,609,smallbody,609 Fulvia (A906 SL),,,27.085,10.41,200,200,200,
asteroid,611,smallbody,611 Valeria (A906 SM),,,28.734,9.48,200,200,200,
asteroid,613,smallbody,613 Ginevra (A906 TD),,,40.672,9.85,200,200,200,
asteroid,615,smallbody,615 Roswitha (A906 TF),,,24.313,10.47,200,200,200,
asteroid,617,smallbody,617 Patroclus (A906 UL),,,70.181,8.23,200,200,200,
asteroid,618,smallbody,618 Elfriede (A906 UM),,,65.646,8.55,200,200,200,
asteroid,623,smallbody,623 Chimaera (A907 BC),,,22.045,10.83,200,200,200,
asteroid,624,smallbody,624 Hektor (A907 CF),,,112.5,7.33,200,200,200,
asteroid,626,smallbody,626 Notburga (A907 CH),,,36.618,9.21,200,200,200,
asteroid,628,smallbody,628 Christine (A907 EK),,,24.1195,9.24,200,200,200,
asteroid,631,smallbody,631 Philippina (A907 FD),,,25.2455,8.63,200,200,200,
asteroid,634,smallbody,634 Ute (A907 JJ),,,37.0085,9.91,200,200,200,
asteroid,635,smallbody,635 Vundtia (A907 LA),,,47.2075,9.29,200,200,200,
asteroid,636,smallbody,636 Erika (A907 CE),,,36.5735,9.71,200,200,200,
asteroid,638,smallbody,638 Moira (A917 RC),,,29.797,10.09,200,200,200,
asteroid,639,smallbody,639 Latona (A907 OA),,,39.2545,8.35,200,200,200,
asteroid,640,smallbody,640 Brambilla (A907 QA),,,31.3335,9.33,200,200,200,
asteroid,643,smallbody,643 Scheherezade (A907 RK),,,32.4985,9.88,200,200,200,
asteroid,648,smallbody,648 Pippa (A907 RN),,,34.135,9.57,200,200,200,
asteroid,653,smallbody,653 Berenike (A907 WC),,,24.8965,9.35,200,200,200,
asteroid,654,smallbody,654 Zelinda (A908 AM),,,80.368,8.6,200,200,200,
asteroid,656,smallbody,656 Beagle (A917 ST),,,31.302,10.05,200,200,200,
asteroid,659,smallbody,659 Nestor (A908 FE),,,56.16,8.7,200,200,200,
asteroid,660,smallbody,660 Crescentia (A908 AN),,,21.151,9.2,200,200,200,
asteroid,661,smallbody,661 Cloelia (A908 DD),,,20.0405,9.74,200,200,200,
asteroid,663,smallbody,663 Gerlinde (A908 MB),,,53.8975,9.16,200,200,200,
asteroid,664,smallbody,664 Judith (A908 MC),,,42.607,9.94,200,200,200,
asteroid,665,smallbody,665 Sabine (A908 OE),,,25.545,8.63,200,200,200,
asteroid,667,smallbody,667 Denise (A908 OF),,,44.315,9.4,200,200,200,
asteroid,671,smallbody,671 Carnegia (A908 SJ),,,30.302,10.33,200,200,200,
asteroid,674,smallbody,674 Rachele (A908 UK),,,48.0855,7.43,200,200,200,
asteroid,675,smallbody,675 Ludmilla (A908 QH),,,38.0,8.14,200,200,200,
asteroid,676,smallbody,676 Melitta (A909 BO),,,39.1845,9.65,200,200,200,
asteroid,679,smallbody,679 Pax (A909 BR),,,31.9545,9.14,200,200,200,
asteroid,680,smallbody,680 Genoveva (A909 HF),,,41.96,9.54,200,200,200,
asteroid,683,smallbody,683 Lanzia (A909 OA),,,41.52,8.83,200,200,200,
asteroid,686,smallbody,686 Gersuind (A909 QA),,,27.629,9.63,200,200,200,
asteroid,688,smallbody,688 Melanie (A909 QC),,,20.807,10.97,200,200,200,
asteroid,690,smallbody,690 Wratislavia (A909 UE),,,67.325,8.14,200,200,200,
asteroid,691,smallbody,691 Lehigh (A909 XB),,,39.7255,9.31,200,200,200,
asteroid,692,smallbody,692 Hippodamia (A901 VJ),,,21.3855,8.99,200,200,200,
asteroid,693,smallbody,693 Zerbinetta (A909 SD),,,41.057,9.52,200,200,200,
asteroid,694,smallbody,694 Ekard (A909 VC),,,60.9455,9.27,200,200,200,
asteroid,695,smallbody,695 Bella (A909 VD),,,20.31,9.18,200,200,200,
asteroid,696,smallbody,696 Leonora (A916 BD),,,40.79,9.48,200,200,200,
asteroid,697,smallbody,697 Galilea (A910 CL),,,40.07,9.57,200,200,200,
asteroid,701,smallbody,701 Oriola (A910 ND),,,21.4715,9.29,200,200,200,
asteroid,702,smallbody,702 Alauda (A910 OA),,,95.49,7.47,200,200,200,
asteroid,704,smallbody,704 Interamnia (A910 TC),,,153.1565,6.33,200,200,200,
asteroid,705,smallbody,705 Erminia (A910 TE),,,66.1305,8.47,200,200,200,
asteroid,709,smallbody,709 Fringilla (A911 CC),,,47.5865,9.16,200,200,200,
asteroid,712,smallbody,712 Boliviana (A911 FF),,,62.0625,8.58,200,200,200,
asteroid,713,smallbody,713 Luscinia (A911 HG),,,48.984,9.08,200,200,200,
asteroid,714,smallbody,714 Ulula (A911 KG),,,20.6715,9.02,200,200,200,
asteroid,718,smallbody,718 Erida (A911 SA),,,35.4555,9.71,200,200,200,
asteroid,721,smallbody,721 Tabora (A911 UM),,,43.1545,9.41,200,200,200,
asteroid,726,smallbody,726 Joella (A911 WC),,,22.01,10.6,200,200,200,
asteroid,729,smallbody,729 Watsonia (A912 CE),,,25.0125,9.56,200,200,200,
asteroid,733,smallbody,733 Mocia (A912 SA),,,49.2465,9.32,200,200,200,
asteroid,734,smallbody,734 Benda (A912 TF),,,33.659,9.95,200,200,200,
asteroid,735,smallbody,735 Marghanna (A912 XD),,,33.988,9.9,200,200,200,
asteroid,737,smallbody,737 Arequipa (A912 XC),,,23.902,8.93,200,200,200,
asteroid,738,smallbody,738 Alagasta (A913 AF),,,31.395,10.02,200,200,200,
asteroid,739,smallbody,739 Mandeville (A913 CH),,,52.2585,8.86,200,200,200,
asteroid,740,smallbody,740 Cantabia (A913 CK),,,45.45,9.16,200,200,200,
asteroid,742,smallbody,742 Edisona (A913 DC),,,23.5435,9.61,200,200,200,
asteroid,743,smallbody,743 Eugenisis (A913 DD),,,25.536,10.28,200,200,200,
asteroid,744,smallbody,744 Aguntina (A913 DE),,,29.318,10.36,200,200,200,
asteroid,746,smallbody,746 Marlu (A913 EJ),,,37.137,9.95,200,200,200,
asteroid,747,smallbody,747 Winchester (A913 EK),,,85.855,8.03,200,200,200,
asteroid,748,smallbody,748 Simeisa (A913 EL),,,51.857,9.08,200,200,200,
asteroid,751,smallbody,751 Faina (A913 HE),,,56.8495,8.94,200,200,200,
asteroid,752,smallbody,752 Sulamitis (A913 HG),,,30.0855,10.25,200,200,200,
asteroid,754,smallbody,754 Malabar (A906 QH),,,47.261,9.29,200,200,200,
asteroid,755,smallbody,755 Quintilla (A908 GC),,,20.605,9.72,200,200,200,
asteroid,756,smallbody,756 Lilliana (A908 HD),,,32.4185,10.0,200,200,200,
asteroid,758,smallbody,758 Mancunia (A912 KB),,,44.4925,8.36,200,200,200,
asteroid,759,smallbody,759 Vinifera (A913 QC),,,26.463,10.83,200,200,200,
asteroid,760,smallbody,760 Massinga (A913 QD),,,35.645,7.87,200,200,200,
asteroid,762,smallbody,762 Pulcova (A913 RD),,,73.6715,8.43,200,200,200,
asteroid,764,smallbody,764 Gedania (A913 SF),,,29.14,9.68,200,200,200,
asteroid,766,smallbody,766 Moguntia (A913 SH),,,20.522,9.88,200,200,200,
asteroid,767,smallbody,767 Bondia (A913 SD),,,21.5195,10.18,200,200,200,
asteroid,769,smallbody,769 Tatjana (A913 TD),,,48.36,9.16,200,200,200,
asteroid,772,smallbody,772 Tanete (A913 YD),,,63.2365,8.44,200,200,200,
asteroid,773,smallbody,773 Irmintraud (A913 YF),,,45.836,9.13,200,200,200,
asteroid,774,smallbody,774 Armor (A913 YE),,,25.107,9.07,200,200,200,
asteroid,776,smallbody,776 Berbericia (A914 BE),,,75.8555,7.69,200,200,200,
asteroid,777,smallbody,777 Gutemberga (A914 BF),,,35.8745,9.77,200,200,200,
asteroid,778,smallbody,778 Theobalda (A914 BG),,,27.6585,9.88,200,200,200,
asteroid,779,smallbody,779 Nina (A914 BH),,,40.286,7.96,200,200,200,
asteroid,780,smallbody,780 Armenia (A914 BJ),,,63.1315,8.98,200,200,200,
asteroid,781,smallbody,781 Kartvelia (A914 BK),,,36.4635,9.47,200,200,200,
asteroid,784,smallbody,784 Pickeringia (A914 FC),,,37.798,9.3,200,200,200,
asteroid,785,smallbody,785 Zwetana (A914 FD),,,24.73,9.46,200,200,200,
asteroid,786,smallbody,786 Bredichina (A914 HD),,,54.1545,8.87,200,200,200,
asteroid,788,smallbody,788 Hohensteina (A914 HE),,,55.6475,8.78,200,200,200,
asteroid,790,smallbody,790 Pretoria (A912 BE),,,85.185,8.04,200,200,200,
asteroid,791,smallbody,791 Ani (A914 MB),,,58.4325,9.33,200,200,200,
asteroid,792,smallbody,792 Metcalfia (A907 FC),,,30.902,10.15,200,200,200,
asteroid,795,smallbody,795 Fini (A914 SF),,,42.6315,10.06,200,200,200,
asteroid,796,smallbody,796 Sarita (A914 UF),,,21.79,9.31,200,200,200,
asteroid,798,smallbody,798 Ruth (A914 WH),,,21.595,9.72,200,200,200,
asteroid,799,smallbody,799 Gudula (A915 EA),,,23.5925,10.25,200,200,200,
asteroid,803,smallbody,803 Picka (A915 FL),,,23.25,9.5,200,200,200,
asteroid,804,smallbody,804 Hispania (A915 FK),,,68.976,8.0,200,200,200,
asteroid,805,smallbody,805 Hormuthia (A915 HD),,,36.5475,9.84,200,200,200,
asteroid,806,smallbody,806 Gyldenia (A915 HE),,,41.5515,10.33,200,200,200,
asteroid,814,smallbody,814 Tauris (A916 AE),,,51.1145,8.74,200,200,200,
asteroid,816,smallbody,816 Juliana (A916 CE),,,25.3725,10.45,200,200,200,
asteroid,818,smallbody,818 Kapteynia (A916 DF),,,32.1275,9.24,200,200,200,
asteroid,820,smallbody,820 Adriana (A916 FJ),,,29.325,10.37,200,200,200,
asteroid,828,smallbody,828 Lindemannia (A916 QH),,,23.9455,10.34,200,200,200,
